title,link_url,time,categories,content
Lirik dan Chord Lagu Aku Yang Terluka - Repvblik,https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS,"- ""Aku Yang Terluka"" adalah lagu dari grup musik  ,.,Lagu ini dimuat dalam album studio ketiga Repvblik yang berjudul ,, dan merupakan salah satu singel utamanya.,Album ,dirilis pada 2014 via label rekaman Pro-M dan Swara Sangkar Emas.,Berikut  , dan ,lagu ""Aku Yang Terluka"" dari Repvblik.,C#,separuh jiwaku pergi,A#m,menyusuri bayang bayangmu,F#,dulu ada segenap harapan,G#,dulu pernah ada cinta,C#,separuh hatiku terbang,A#m,bersama serpihan kenangan,F#,kini aku harus melangkah,G#,melupakan itu semua,[Chorus],C#,aku yang terluka,A#m,bukan dirimu,F#,takkan engkau mengerti,Fm,tak bisa kau pahami,D#m,namun tak mengapa,F# G# C#,karena aku yang terluka,C#,separuh nafasku terhenti,A#m,saat kau melangkah pergi,F#,ada yang cinta yang tak bertepi,G#,mungkin kau hanyalah mimpi,C#,separuh sadar ku terhenti,A#m,terhenyap tanpa hadirmu,F#,mungkin tak sempat kau mengerti,G#,arti saling mencintai,C#,aku yang terluka,A#m,bukan dirimu,F#,takkan engkau mengerti,Fm,tak bisa kau pahami,D#m,namun tak mengapa,F#,karena aku yang,G# C#,aku yang terluka,A#m,bukan dirimu,F#,takkan engkau mengerti,Fm,tak bisa kau pahami,D#m,namun tak mengapa,F# G# C# A#m F# G#,karena aku yang terluka,C# A#m F# G#,C#,aku yang terluka,A#m,bukan dirimu,F#,takkan engkau mengerti,Fm,tak bisa kau pahami,D#m,namun tak mengapa,G# C#,karena aku yang terluka"
"Unjuk Rasa di Unisma Bekasi Ricuh, Massa Lempar Batu dan Blokade Jalan",https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS," - Sejumlah mahasiswa yang tergabung dalam berbagai aliansi ikut serta dalam aksi unjuk rasa menolak ,  , di Kampus Unisma, Bekasi Timur, Kamis (8/10/2020) sore., Namun, aksi ini berbuntut ricuh. Tribun Jakarta melaporkan, massa tampak membakar ban di lampu merah Unisma dan memblokade Jalan Chairil Anwar.,Demonstran terus melempar batu ke arah aparat, kemudian dibalas dengan menembakkan gas air mata ke arah kerumunan massa. , Hingga sore ini, massa masih bertahan meski aparat berulang kali menembakkan gas air mata untuk membubarkan kerumunan. , Massa juga membakar ban dan spanduk di tengah jalan, tepatnya di simpang Unismas, Jalan Cut Meutia., Akibat situasi yang tak kondusif, akses jalan Cut Meutia baik dari arah Rawapanjang mauapun arah sebaliknya ke arah Terminal Bekasi lumpuh total., Salah satu korlap aksi, Ricky mengatakan bahwa aksi blokade jalan merupakan simbol perlawanan mahasiswa kepada pemerintah., ""Kita mau pesan kita sampai ke negara, salah satunya adalah memblokade jalan ini, supaya negara tahu kita ingin didengar,"" kata Ricky., Dia membenarkan aksi kericuhan sempat terjadi di kawasan Unisma. Bahkan, massa sempat terprovokasi dengan melempar batu dan botol minuman ke arah aparat yang mengawal aksi., Namun, ia mengaku tak bisa mengendalikan kericuhan yang sempat terjadi., ""Semua itu respons, terjadi di luar kendali kami, kami sama sekali tidak bisa mengendalikan respons massa yang jumlahnya sekitar 700 orang berkumpul,"" tuturnya., "
"Lirik dan Chord Lagu Daerah Rasa Sayange, Karya Paulus Pea",https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS,"""Rasa Sayange"" merupakan  ,  , yang diciptakan oleh  ,. ,Lagu tersebut sering dinyanyikan secara turun-temurun sejak dahulu untuk mengungkapkan rasa sayang masyarakat Maluku terhadap lingkungan dan sosialiasi di antara mereka. ,Berikut lirik dan ,lagu ""Rasa Sayange"" karya Paulus Pea. ,Intro : C,C,Rasa sayange, rasa sayang sayange,         F            C         G                 C,Eee... Lihat dari jauh rasa sayang sayange,C,Rasa sayange, rasa sayang sayange,         F            C         G                C,Eee... Lihat dari jauh rasa sayang sayange,C,Kalau ada sumur di ladang,C,boleh kita menumpang mandi,          F                     C             G                 C,Kalau ada umurku panjang boleh kita bertemu lagi,C,Rasa sayange, rasa sayang sayange,         F            C         G                C,Eee... Lihat dari jauh rasa sayang sayange,C,Rasa sayange, rasa sayang sayange,         F            C         G                C,Eee... Lihat dari jauh rasa sayang sayange,C,Kalau ada sumur di ladang,C,boleh kita menumpang mandi,            F                 C                G                C,Kalau ada umurku panjang boleh kita bertemu lagi"
"Tak Sabar Balapan, Marc Marquez Bakal Agresif saat Kembali ke Sirkuit",https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS,"  , mengaku sudah tidak sabar untuk kembali ke lintasan balap setelah absen cukup lama pada Motorcycle Grand Prix musim ini karena mengalami cedera bahu.,Selama kurang-lebih tiga bulan, kakak kandung Alex Marquez ini hanya bisa menyaksikan gelaran  , dari rumah saja, membuatnya merasa stress dan kesal karena tak bisa bertarung memperebutkan juara dunia seperti sedia kala.,""Tentu saya sedikit marah, tapi pada akhirnya kita harus bisa menerima apa yang telah kita perbuat sendiri. Saya akan mencoba kembali sesegera mungkin,"" kata Marc dilansir , Kamis (8/10/2020).,Sekembalinya ke sirkuit, pengguna nomor start 93 tersebut mengaku akan langsung tampil agresif. Hal tersebut dilakukan sebagai pelampiasan emosinya karena sudah absen berbulan-bulan.,""Ketika saya kembali menunggangi motor, pendekatan dan mentalitas saya hanya satu yaitu menyerang. Atas alasan itu, ketika kembali kondisi lengan saya harus 80-90 persen siap sehingga bisa agresif sejak awal,"" ujar Marc.,""Tetapi jika Anda bertanya kapan saya akan kembali? Saya tidak tahu, mungkin besok namun bisa juga tidak. Saat ini saya ingin fokus ke masa pemulihan,"" tambahnya.,Untuk diketahui, Marc Marquez telah mengalami cedera lengan usai terjatuh karena pada putaran pertama  ,. Tim dokter langsung melakukan pemeriksaan dan operasi agar sang juara bertahan dapat kembali membalap secepatnya.,Baru 4 hari menjalani operasi, Marc sempat mencoba kembali ke lintasan. Ia juga mengalami insiden fatal yang membuatnya harus menepi dari lintasan balap cukup lama.,Kini, setelah menjalani beberapa kali operasi, ia memilih untuk mentaati anjuran tim dokter. Ia sedang mempersiapkan fisik dan mental agar tampil optimal kelak."
Bahan Pengganti Emulsifier agar Kue Mengembang Maksimal,https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS," – , adalah bahan makanan yang dipakai untuk mencampur komponen air dan lemak pada resep.,Jenis, sebagian besar yang dijual merupakan bahan sintetis. Beberapa orang menghindari pengembang kue dari bahan sintetis. ,Dilansir dari , alternatif lain dari , adalah penguat adonan atau pelembut remah yang biasanya berasal dari enzim, protein nabati dan/atau hidrokoloid.,Bahan  , untu membuat kue mengembang dan lembut maksimal adalah sebagai berikut:,TGase diproduksi secara komersial melalui fermentasi tradisional oleh mikroorganisme atau jamur Streptoverticillium moboarense.,Sifat pengemulsi dan pembusaan (terkait dengan kelarutan protein) gluten gandum pada resep dapat ditingkatkan dengan menggunakan TGase.,TGase dapat diaplikasikan pada pembuatan kue sifon. Perlakuan 0,5 persen TGase pada bagian adonan kuning telur meningkatkan aktivitas emulsi secara signifikan.,Penambahan 1,0 persen TGase pada bagian adonan kuning telur secara signifikan meningkatkan stabilitas busa dan aktivitas emulsi adonan kue.,TGase juga dapat digunakan secara khusus dalam produk kue bebas gluten, seperti roti soba dan roti beras merah.,Penambahan Tgase ke dalam adonan bebas gluten terbukti dapat meningkatkan kekencangan dan kekenyalan hasil produk.,Protein nabati merupakan emulsifier penting dalam emulsi makanan karena sifat dasarnya yang berasal dari ekstraksi tumbuhan.,Sumber protein nabati yang dapat dipakai sebagai , bisa dalam bentuk tepung dari kacang-kacangan, contohnya tepung kacang kedelai, kacang arab, dan lupin.,Pengemulsi hidrokoloid yang paling banyak digunakan dalam aplikasi makanan adalah ,, pati termodifikasi, selulosa termodifikasi, beberapa jenis pektin, dan beberapa galaktomanan.,Jenis , atau getah arab banyak digunakan dalam minuman jeruk.,Lesitin, merupakan , alami yang berasal dari kedelai. Bentuknya bisa tersedia dalam minyak nabati berbahan dasar kedelai. ,Minyak ini berfungsi melembabkan dan meningkatkan tekstur kue yang dipanggang.,Itulah sebabnya beberapa resep kue membutuhkan minyak nabati karena alasan ini., ,Lesitin sifatnya unik karena mengandung zat yang bersifat hidrofilik dan lipofilik atau sama-sama tersuspensi dalam lemak dan air secara bersamaan.,Kemampuan Lecithin untuk memadukan kombinasi lemak dan air secara merata menjelaskan sifat pengemulsi.,Melansir ,, telur juga termasuk , alami yang bisa dipakai untuk menggantikan , sintetis. Di dalam telur terkandung zat bernama lesitin.,Lesitin telur melakukan fungsinya sebagai , untuk memecah lemak menjadi partikel yang lebih kecil melalui reaksi kimianya.,Telur melapisi partikel lemak untuk mencegahnya menggumpal, memungkinkan distribusi partikel lemak merata ke seluruh zat lain.,Cara menggunakan telur sebagai , yaitu dengan menambahkan kuning telur satu per satu ke dalam mentega krim dan gula sambil terus diaduk.,Aduk rata setiap kuning telur sebelum menambahkan kuning telur berikutnya.,Yoghurt dan krim asam yang dibeli di toko mengandung pengemulsi sintetis.,Menambahkan youghurt atau krim asam ke dalam adonan kue dapat dikatakan sebagai cara untuk ""memindahkan"" sifat pengemulsi. , dan kue dengan tambahan yogurt atau krim asam lebih lembab karena lemak yang ditambahkan., , "
"Mengenal Apa Itu Gas Air Mata, Efek, dan Cara Mengurangi Dampaknya...",https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS," - Aksi unjuk rasa penolakan , UU Cipta Kerja terjadi di sejumlah daerah sejak Selasa (6/10/2020).,Massa pekerja/buruh di berbagai daerah, misalnya, menggelar aksi unjuk rasa diikuti mogok kerja pada 6-8 Oktober. Aksi itu juga diikuti mahasiswa.,Mereka menyuarakan penolakan terhadap UU Cipta Kerja yang isinya dianggap merugikan masyarakat. Proses pembentukannya pun dinilai minim pelibatan publik.,Menurut pemberitaan ,, Kamis (8/10/2020), aksi unjuk rasa di sejumlah daerah berlangsung ricuh.,Guna membubarkan aksi massa, pihak kepolisian mengerahkan mobil water cannon hingga menembakkan  ,.,Penggunaan gas air mata biasanya ampuh untuk mengurasi massa, lantaran demonstran atau orang yang terkena gas tersebut akan merasakan perih pada wajah dan kulit.,Dari yang beredar di media sosial, ada beberapa demonstran yang mengoleskan pasta gigi di sekitar mata guna menanggulangi efek dari gas air mata.,Tak hanya itu, gas air mata juga disebut dapat menjadi tidak berfungsi jika diberi air.,Deputi Bidang Ilmu Pengetahuan Teknik Lembaga Ilmu Pengetahuan Indonesia (LIPI), Agus Haryono mengungkapkan, gas air mata ada beberapa jenis, namun yang sering digunakan yakni , atau CS.,""Senyawa CS diformulasikan dengan beberapa bahan kimia, terutama pelarut metil isobutil keton (MIBK) yang digunakan sebagai pembawa. Senyawa CS ini yang berhubungan dengan reseptor syaraf yang menyebabkan rasa nyeri,"" ujar Agus saat dihubungi ,, Kamis (8/10/2020).,Menurutnya, begitu gas air mata terpapar ke kulit, terutama kulit wajah dan mata, maka akan menimbulkan rasa nyeri dan pedih.,Agus menjelaskan, rasa nyeri dapat berlangsung pada jangka waktu sekitar 1 jam jika tidak langsung diatasi, bahkan efek nyeri dapat berlangsung selama 5 jam.,Selain itu, Agus mengatakan bahwa efek dari senyawa CS dalam gas air mata dapat dikurangi dengan membalurkan air bersih pada area yang terkena gas air mata.,""Secara teori, jika kita terkena senyawa CS memang disarankan untuk menyiram air bersih yang mengalir dalam beberapa waktu, untuk menurunkan konsentrasi CS pada kulit,"" ujar Agus.,""Jadi, ketika disiram dengan air, bukan seketika gas air mata tidak berfungsi, melainkan air ini bisa membantu menurunkan rasa nyeri,"" lanjut dia.,Di sisi lain, air juga memiliki peranan penting dalam meredam efek gas air mata yakni:,- Air mampu menurunkan konsentrasi senyawa CS dalam formulasi,- Kemudian, air dapat menurunkan suhu tabung gas air mata, sehingga fungsi pengasapan bisa berkurang.,Selanjutnya, Agus mengungkapkan bahwa gas air mata tidak menimbulkan ledakan jika dioperasikan dekat dengan sumber api.,""Tidak ada efek. Api dan gas air mata adalah dua hal yang berbeda dan tidak saling memengaruhi,"" kata dia.,Terkait pengolesan pasta gigi di wajah atau sekitar mata, Agus mengatakan bahwa tindakan tersebut tidak berpengaruh untuk mengatasi efek gas air mata.,""Biasanya ada yang mengolesi wajah dengan odol untuk mencegah nyeri gas air mata. Tapi, sebenarnya tidak ngefek apa-apa,"" lanjut dia.,Sementara itu melansir ,, gas air mata atau juga disebut lacrimator adalah salah satu dari kelompok zat yang mengiritasi selaput lendir mata, menyebabkan sensasi menyengat dan masalah lainnya.,Ada tiga macam gas air mata yang saat ini umum digunakan, baik oleh individu maupun aparat keamanan.,ketiganya antara lain CS (,), CN (,), dan semprotan merica.,Dalam satu kaleng gas air mata, terdapat beberapa kandungan, antara lain arang, potasium nitrat, silikon, sukrosa, potasium klorat, magnesium karbonat, dan O-Chlorobenzalmalononitrile.,Gas air mata memicu peradangan pada selaput lendir mata, hidung, mulut, dan paru-paru.,Secara umum, gas air mata tidak mematikan namun ada yang beracun. Biasanya, efek akan timbul sekitar 30 detik setelah terkena gas., ,Gejala setelah terkena gas air mata antara lain sensasi panas terbakar di mata, produksi air mata berlebihan, penglihatan kabur, kesulitan bernapas, dan nyeri dada.,Selain itu, juga akan mengalami air liur berlebihan, iritasi kulit, bersin, batuk, hidung berair, terasa seperti tercekik, kebingungan dan disorientasi yang memicu kepanikan, kemarahan intens.,Bahkan, bila sudah terkontaminasi gas air mata secara berat juga dapat menimbulkan muntah serta diare., , "
"Rossi atau Marc Marquez, Siapa Pebalap Terhebat di Mata Fabio Quartararo?",https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS," -  , memilih salah satu di antara  , dan  , yang ia nilai sebagai pebalap  , terhebat saat ini.,Hal itu terungkap saat Quartararo menjelaskan pengaruh  , dan Marc Marquez dalam kariernya sebagai pebalap profesional.,Bagi Quartararo, Rossi adalah sosok teladan sejak dirinya masih kecil.,Dia bahkan mengaku mulai bermimpi menjadi seorang pebalap sejak menyaksikan aksi Rossi.,Sejak saat itu, Quartararo terus termotivasi oleh sosok Rossi hingga berada di titik sekarang, menjadi salah satu kandidat juara  ,.,""Saya belajar banyak dari pebalap lain, terutama Valentino Rossi dan Marc Marquez. Valentino adalah pebalap yang jadi teladan saya saat saya masih kecil,"" kata Quartararo, dikutip dari ,""Kalau tidak salah balapan pertama yang saya tonton langsung adalah balapan di Jerez ketika saya berusia enam tahun. Saat itulah saya memutuskan ingin menjadi pebalap MotoGP."",""Valentino sosok yang menginspirasi saya mengejar mimpi dan mengikuti jejaknya,"" tutur pebalap tim Petronas Yamaha SRT tersebut.,Kendati demikian, Quartararo ternyata bukan menganggap Rossi sebagai pebalap terhebat saat ini.,Dia mengatakan bahwa pebalap terhebat saat ini adalah Marc Marquez.,Menurutnya, Marc Marquez memiliki mental yang sangat kuat.,Mental tersebutlah yang membuat Marc Marquez mengukir prestasi brilian selama membalap di kelas utama MotoGP.,Adapun Marc Marquez sejauh ini sudah enam kali menjadi juara dunia kelas MotoGP sejak debut pada 2013.,Namun, peluang Marc Marquez untuk merengkuh gelar ketujuh semakin tertutup setelah dirinya mengalami cedera serius sejak seri pertama MotoGP 2020.,Belum bisa dipastikan kapan , andalan tim Repsol Honda itu bisa kembali turun balapan.,""Kalau Marc, saya sering bertarung dengannya. Dia pebalap dengan mental yang sangat kuat dan pebalap terhebat saat ini,"" ujar Quartararo.,""Saya belajar banyak dari persaingan melawan dia,"" imbuh pebalap asal Perancis tersebut."
Demonstran Disarankan Segera Bersihkan Diri Sebelum Berkumpul dengan Keluarga,https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS," - Pakar epidemiologi Universitas Indonesia  , memberikan saran kepada para  , yang mengikuti aksi menolak ,  ,.,Menurut Pandu, usai mengikuti aksi unjuk rasa, demonstran sebaiknya segera membersihkan diri.,""Sebelum bertemu keluarga, segera mandi yang bersih dan berganti pakaian. Jangan lupa selalu pakai masker di dalam rumah,"" ujar Pandu saat dikonfirmasi ,, Kamis (8/10/2020).,Pandu juga mengimbau masyarakat dan aparat keamanan mau bersolidaritas di tengah aksi massa.,Yakni dengan mengingatkan demonstran untuk memakai masker dengan benar atau memberikan masker kepada mereka yang tidak memakai masker.,""Pembagian masker juga bisa dilakukan oleh polisi. Sebab, polisi tugasnya melindungi masyarakat,"" tuturnya.,Lebih lanjut, Pandu menyarankan agar pemerintah mau membuka dialog dengan masyarakat terkait aspirasi mereka saat ini.,Menurut dia, dialog bisa mencegah semakin meluasnya demonstrasi di tengah situasi pandemi Covid-19.,""Apabila demonstrasi semakin tidak terkendali, semua akan rugi. Pandemi akan semakin sulit diatasi,"" tegas Pandu.,""Sebaiknya dengarkan masukan masyarakat. Undang-undang tidak ada manfaatnya selama Indonesia belum bisa mengendalikan pandemi Covid-19,"" tambah Pandu.,Sebagaimana diketahui, gelombang aksi unjuk rasa yang dilakukan buruh, serikat pekerja, mahasiswa, dan elemen masyarakat lain terjadi di sejumlah daerah sejak Selasa (6/10/2020) hingga Kamis (8/10/2020) hari ini.,Unjuk rasa tersebut menolak , UU Cipta Kerja yang baru saja disahkan oleh DPR pada Senin (5/10/2020)."
"Gandeng PII, Pertamina Kembangkan Proyek Sektor Energi dengan Skema KPBU",https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS," - PT Pertamina (Persero) menggandeng PT Penjamin Infrastruktur Indonesia (PT PII) untuk peningkatan kapasitas pengetahuan dan pendampingan pengembangan potensi proyek infrastruktur.,Keputusan tersebut dilakukan dalam rangka menjamin kelancaran dan keberlanjutan proyek, baik dengan skema Kerjasama Pemerintah dan Badan Usaha (KPBU), maupun skema ,.,Melalui PT Kilang Pertamina Internasional (PT KPI), Pertamina telah melaksanakan penandatanganan , (MoU) dengan PT PII pada Kamis (1/10/2020).,Direktur Utama PT KPI Ignatius Tallulembang menjelaskan, ruang lingkup kerjasama dengan PT PII meliputi kegiatan , dan , dalam kerangka pengembangan infrastruktur terkait KPI atau Pertamina.,“Di samping itu, PT PII juga akan memberikan pendampingan kegiatan , dan , untuk identifikasi potensi proyek dan dukungan, termasuk pemantauan proyek infrastruktur dengan KPI atau dengan Pertamina melalui KPI,” ujarnya dalam keterangan tertulis yang diterima Kompas.com, Kamis (8/10/2020).,Ignatius menambahkan, saat ini kedua belah pihak sepakat melakukan kolaborasi dalam mendukung penyusunan rencana penyediaan proyek-proyek Pertamina yang dikelola oleh KPI dan/atau proyek-proyek KPI. Kerja sama ini akan sesuai dengan mandat yang dimiliki masing-masing proyek berdasarkan ketentuan peraturan perundang-undangan.,Selain itu, kerja sama tersebut dilakukan untuk percepatan seleksi mitra serta pembangunan proyek kilang dan petrokimia Pertamina, serta mendorong keterbukaan investasi swasta pada sektor energi Indonesia.,“Agar pelaksanaan kerjasama berjalan dengan efisien, akan dibentuk tim gabungan dengan latar belakang fungsional, seperti teknik, operasional, keuangan, komersil, serta fungsi terkait lainnya yang dipandang perlu,” jelas Ignatius.,Ignatius menambahkan, pembahasan daftar proyek yang akan diusulkan untuk potensi KPBU akan dilakukan setelah penandatanganan MoU. Pertamina juga akan melakukan simulasi rencana tindak lanjut atas usulan potensi KPBU oleh PT KPI dan referensi , proyek KPBU.,“Apabila skema KPBU berhasil diterapkan pada list proyek yang diusulkan, ada potensi untuk diterapkan pada beberapa proyek lainnya,” imbuhnya.,Sebagai tindak lanjut kerja sama tersebut, kata Ignatius, akan dilakukan ,untuk proyek-proyek yang diusulkan.,“, ini akan dilaksanakan secara terbuka, baik kepada calon investor nasional maupun internasional yang berkompeten,” jelasnya.,Sementara itu, Direktur Utama PT PII M. Wahid Sutopo mengatakan, kerja sama tersebut merupakan bentuk dukungan PT PII untuk pengembangan potensi proyek atau program Pertamina yang dikelola oleh PT KPI dan proyek PT KPI mengadopsi skema KPBU.,“Dengan adanya tim kerja gabungan PT PII dan PT KPI, diharapkan kedua perusahaan ini dapat bersinergi dalam mewujudkan percepatan penyediaan proyek atau program sektor energi melalui skema KPBU,” jelasnya."
Polisi: Kerusuhan Demo Tolak UU Cipta Kerja Diduga Dilakukan Anarko,https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS," - Kepala Bidang Humas Polda Metro Jaya Kombes Yusri Yunus mengatakan, kerusuhan yang terjadi pada aksi demo penolakan pengesahan , Undang-Undang Cipta Kerja pada Kamis (8/10/2020) bukan dilakukan oleh buruh ataupun mahasiswa. , Menurut Yusri, kerusuhan diduga dilakukan oleh orang-orang yang tergabung dalam kelompok Anarko. Mereka menyusup di antara para buruh dan mahasiswa untuk membuat kerusuhan saat aksi demo berlangsung. , Saat ini, lanjut Yusri, polisi telah mengamankan 1.000 orang yang diduga terlibat dalam aksi kerusuhan yang sempat terjadi di Simpang Harmoni hingga kawasan Patung Kuda Arjuna Wiwaha, Jakarta Pusat. , , ""Memang kita lakukan satu kegiatan pengamanan sejak sore tadi, sekitar kurang lebih 1000 orang yang kita amankan, Anarko yang mencoba melakukan kerusuhan. Tidak ada sama sekali buruh dan mahasiswa,"" kata Yusri dalam siaran Kompas TV, Kamis (8/10/2020)., Yusri menyampaikan, massa yang diduga tergabung dalam kelompok Anarko tersebut merupakan pengangguran yang datang ke Jakarta untuk membuat kerusuhan. , , ""Mereka memang pengangguran yang datang dari beberapa daerah, baik menggunakan kereta api dan truk-truk. Saat kita ini kita lakukan pemeriksan, mereka pengangguran semuanya,"" ujar Yusri. , Seperti diketahui, gelombang demo penolakan terhadap pengesahan , Undang-Undang Cipta Kerja terjadi di sejumlah kota di Indonesia, salah satunya DKI Jakarta sejak Rabu (7/10/2020) kemarin. , Hari ini, kelompok buruh dan mahasiswa dari berbagai daerah menggelar aksi unjuk rasa yang terpusat di dua tempat yakni Gedung DPR RI, Senayan, Jakarta Pusat; dan Istana Merdeka, Jakarta Pusat. , Aksi demo hari ini sempat berujung ricuh hingga menyebabkan pengrusakan fasilitas publik di antaranya Halte Transjakarta Bundaran Hotel Indonesia dan pos polisi lalu lintas di Simpang Harmoni. , Adapun  , telah disahkan DPR dan pemerintah dalam rapat paripurna di Gedung DPR, Senayan, Jakarta, Senin (5/10/2020)., , "
KPK Dalami Aliran Dana dalam Kasus Proyek Infrastruktur Kota Banjar,https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS,"-  , (KPK) mendalami dugaan aliran dana dalam kasus dugaan korupsi proyek  , pada  ,  ,.,Dugaan aliran dana itu didalami penyidik saat memeriksa staf Bagian Bisnis Bank BJB Banjar Diki Muhammad dan Pemimpin BJB Cabang Banjar periode 2012-2017 Ace Roslinawati, Kamis (8/10/2020).,""Penyidik mendalami pengetahuan saksi mengenai adanya transaksi perbankan terkait perkara ini yang diduga terdistribusi ke berbagai pihak,"" kata Plt Juru Bicara KPK Ali Fikri, Kamis.,Selain Diki dan Aceu, penyidik memeriksa tiga saksi lain dalam kasus ini, yaitu PNS Pemkot Banjar Citra Reynantra, Sekda Kota Banjar Ade Setiana dan mantan anggota DPRD Kota Banjar Soedrajat Argadireja.,Pada pemeriksaan terhadap Citra, KPK mendalami dugaan kegiatan bisnis usaha yang memanfaatkan pengaruh jabatan salah satu pejabat daerah Kota Banjar.,Kemudian saat memeriksa Ade, KPK mengonfirmasi pengetahuan Ade mengenai tugas pokok fungsi jabatan wali kota.,Sementara, pada pemeriksaan terhadap Seodrajat, KPK menyita berbagai dokumen terkait perkara ini.,KPK tengah melakukan penyidikan atas dugaan tindak pidana korupsi terkait proyek pekerjaan infrastruktur pada  ,  , tahun 2012-2017. ,Namun, Ali mengaku belum dapat menyampaikan informasi detail terkait pihak-pihak yang ditetapkan sebagai tersangka dalam kasus ini.,Ali mengatakan, informasi terkait kasus tersebut baru akan diumumkan ketika para tersangka telah ditangkap atau ditahan.,""Sebagaimana telah kami sampaikan bahwa kebijakan Pimpinan KPK terkait ini adalah pengumuman tersangka akan dilakukan saat penangkapan atau penahanan telah dilakukan,"" kata Ali, Jumat (10/7/2020)."
Kontras Minta Polisi Hentikan Tembakan Gas Air Mata ke Arah Demonstran Penolakan UU Cipta Kerja,https://megapolitan.kompas.com/read/2020/10/08/18514341/demo-berujung-rusuh-jalan-sudirman-menuju-hotel-indonesia-ditutup,"08/10/2020, 18:51 WIB",NEWS," - Koordinator Komisi untuk Orang Hilang dan Korban Tindak Kekerasan ( ,) Fatia Maulidiyanti meminta, aparat kepolisian berhenti menembakan  , kepada massa dalam aksi penolakan  , di DKI Jakarta.,Fatia meminta, kepolisian untuk membiarkan mahasiswa yang ikut dalam aksi unjuk rasa tersebut pulang ke rumah masing-masing tanpa dibubarkan dengan menembakkan gas air mata.,""Kami meminta sweeping dan juga penembakan gas air mata yang masih berlangsung hingga detik ini (dihentikan), agar tidak terjadi kericuhan lebih lanjut dan membiarkan mahasiswa ini segera pulang,"" kata Fatia dalam Konferensi Pers Koalisi Masyarakat Sipil secara virtual, Kamis (8/10/2020).,Fatia menuturkan, aksi unjuk rasa yang dilakukan di beberapa titik di DKI Jakarta awalnya berjalan damai.,Namun, aparat kepolisian memukul mundur massa aksi dengan gas air mata sehingga kerusuhan pun terjadi.,""Ketika itu massa sedang tidak melakukan (aksi) masih diam karena masih menunggu rombongan lainnya, tiba-tiba  , melakukan gas air mata di Harmoni dan daerah patung kuda, di Medan Merdeka selatan. Dan setelah itu massa memuncak dan terjadi bentrokan,"" ujarnya.,Fatia mengatakan, kerusuhan yang terjadi memaksa massa aksi untuk masuk ke jalan-jalan kecil di Jakarta sehingga menyulitkan mobilitas.,Fatia juga mengatakan, logistik seperti oksigen, air putih dan obat-obatan sangat dibutuhkan saat ini karena banyak massa aksi terkena gas air mata.,""Obat-obatan P3K, makanan dan juga air putih karena banyak sekali massa aksi tergeletak di jalan dan itu mereka belum dapat logistik air yang paling utama,"" ucapnya.,Lebih lanjut, Fatia berpesan agar mahasiswa untuk berhati-hati karena aparat kepolisian sudah mulai melakukan sweeping.,""Berhati-hati, karena sudah banyak mahasiswa ditangkap di jalan karena polisi melakukan sweeping,"" pungkasnya."
